#The solar chemical composition K.Lodders 2009:
C	8.9892
H   12.00          
He	9.9601
N	7.8933
O	9.3025
S	7.1648
P	6.0560
Si	8.1369
Ti	5.5296
V	4.5939
Cl	5.8504
K	5.7121
Na	6.8981
Mg	8.1497
F	5.0422
Ca	6.9179
Fe	8.0653
e-  0
