#grid point	c_iterations	c_convergence   	P               	T(k)            	n_<tot> (cm-3)  	n_g (cm-3)      	m(u)            	C    	H    	He   	N    	O    	S    	P    	Si   	Ti   	V    	Cl   	K    	Na   	Mg   	F    	Ca   	Fe   	e-   
0         	4         	ok              	1.0533907600e+02	1.7096219286e+03	8.8564205206e+20	4.4627822984e+20	2.0946874622e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
17        	3         	ok              	1.3604905400e-01	1.3032905598e+03	1.5000721213e+18	7.5608488090e+17	2.0941524368e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
18        	3         	ok              	9.1994229300e-02	1.2151731775e+03	1.0878797354e+18	5.4832580831e+17	2.0941553947e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
19        	3         	ok              	6.2205050300e-02	1.1139331161e+03	8.0246423804e+17	4.0446673316e+17	2.0941586753e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
20        	3         	ok              	4.2062076200e-02	1.0031663192e+03	6.0253312295e+17	3.0369248150e+17	2.0941779932e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
21        	4         	ok              	2.8441714100e-02	8.8782199525e+02	4.6040005586e+17	2.3203107026e+17	2.0943821604e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
22        	3         	ok              	1.9231839500e-02	7.7350618048e+02	3.5739527179e+17	1.8008324786e+17	2.0947982063e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
23        	3         	ok              	1.3004267300e-02	6.6568145655e+02	2.8081391236e+17	1.4149324455e+17	2.0948340299e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
24        	3         	ok              	8.7932808900e-03	5.6888818115e+02	2.2219003491e+17	1.1195417967e+17	2.0948405432e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
25        	3         	ok              	5.9458781700e-03	4.8612453937e+02	1.7582245923e+17	8.8590007539e+16	2.0948663323e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
26        	3         	ok              	4.0205092600e-03	4.1855613532e+02	1.3803045479e+17	6.9573464689e+16	2.0923345075e+00	fail 	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
27        	3         	ok              	2.7186051000e-03	3.6565815947e+02	1.0684005494e+17	5.3850177023e+16	2.0924100505e+00	fail 	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
28        	3         	ok              	1.8382779900e-03	3.2571023141e+02	8.1104485919e+16	4.0878604651e+16	2.0924189411e+00	fail 	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
29        	3         	ok              	1.2430146500e-03	2.9641474669e+02	6.0261734606e+16	3.0373351637e+16	2.0924194121e+00	fail 	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
30        	3         	ok              	8.4050694600e-04	2.7541645733e+02	4.3854747358e+16	2.2103838363e+16	2.0924194454e+00	fail 	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
31        	3         	ok              	5.6833757100e-04	2.6062095420e+02	3.1337347346e+16	1.5794770257e+16	2.0924194493e+00	fail 	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
32        	3         	ok              	3.8430092300e-04	2.5032510347e+02	2.2059402469e+16	1.1119449841e+16	2.0904078993e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
33        	3         	ok              	2.5985823700e-04	2.4322377308e+02	1.5351725192e+16	7.7383210390e+15	2.0904078995e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
34        	3         	ok              	1.7571205100e-04	2.3835617263e+02	1.0592582767e+16	5.3393872714e+15	2.0904078995e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
35        	3         	ok              	1.1881372400e-04	2.3503403994e+02	7.2637780220e+15	3.6614416679e+15	2.0904078995e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
36        	3         	ok              	8.0339970500e-05	2.3277340357e+02	4.9593531191e+15	2.4998536715e+15	2.0904078993e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
37        	3         	ok              	5.4324623800e-05	2.3123821000e+02	3.3757000470e+15	1.7015840483e+15	2.0904078991e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
38        	3         	ok              	3.6733455800e-05	2.3019710405e+02	2.2929186828e+15	1.1557880740e+15	2.0904078986e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
39        	3         	ok              	2.4838584800e-05	2.2949173176e+02	1.5552009954e+15	7.8392782851e+14	2.0904078976e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
40        	3         	ok              	1.6795460200e-05	2.2901413130e+02	1.0537955183e+15	5.3118512376e+14	2.0904078955e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
41        	3         	ok              	1.1356825900e-05	2.2869089268e+02	7.1356709951e+14	3.5968669664e+14	2.0904078909e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
42        	3         	ok              	7.6793069700e-06	2.2847218978e+02	4.8296471358e+14	2.4344729930e+14	2.0904078810e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
43        	3         	ok              	5.1926265400e-06	2.2832424499e+02	3.2678474266e+14	1.6472189712e+14	2.0904078597e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
44        	3         	ok              	3.5111723600e-06	2.2822417898e+02	2.2106358008e+14	1.1143119106e+14	2.0904078137e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
45        	3         	ok              	2.3741995000e-06	2.2815650309e+02	1.4952404595e+14	7.5370367741e+13	2.0904077142e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
46        	3         	ok              	1.6053963400e-06	2.2811225066e+02	1.0112541035e+14	5.0974143356e+13	2.0904074984e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
47        	3         	ok              	1.0855437400e-06	2.2808384000e+02	6.8387913216e+13	3.4472206930e+13	2.0904070309e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
48        	3         	ok              	7.3402759900e-07	2.2806614277e+02	4.6246397078e+13	2.3311372753e+13	2.0904060253e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
