#The solar chemical composition K.Lodders 2009:
C	8.6913
H   12.00          
He	10.0348
N	7.6746
O	9.3278
S	7.7726
P	6.0471
Si	8.1280
Ti	5.5207
V	4.5850
Cl	5.8415
K	5.7032
Na	6.8892
Mg	8.1408
F	5.0332
Ca	6.9090
Fe	8.0564
e-  0
