#The solar chemical composition K.Lodders 2009:
C	7.5049
H   12.00          
He	10.4234
N	8.2814
O	7.7082
S	7.1979
P	4.6445
Si	6.7254
Ti	4.1181
V	3.1824
Cl	4.4389
K	4.3006
Na	5.4866
Mg	6.7382
F	3.6307
Ca	5.5064
Fe	6.6538
e-  0
