#grid point	c_iterations	c_convergence   	P               	T(k)            	n_<tot> (cm-3)  	n_g (cm-3)      	m(u)            	C    	H    	He   	N    	O    	S    	P    	Si   	Ti   	V    	Cl   	K    	Na   	Mg   	F    	Ca   	Fe   	e-   
0         	3         	ok              	1.3563515000e+02	9.7537289820e+02	2.0056295016e+21	1.0072049347e+21	2.1715567976e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
31        	3         	ok              	3.8066719400e-05	1.5991859341e+02	8.1556871123e+17	1.7241012492e+15	3.1887008157e+03	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
32        	3         	ok              	2.3398940800e-05	1.5980284455e+02	5.0509517220e+17	1.0605422384e+15	3.2330196663e+03	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
33        	3         	ok              	1.4382916100e-05	1.5973167938e+02	3.1113853152e+17	6.5218704277e+14	3.2446536669e+03	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
34        	3         	ok              	8.8409247700e-06	1.5968792922e+02	1.9121663314e+17	4.0099770111e+14	3.2422652606e+03	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
35        	3         	ok              	5.4343604800e-06	1.5966103442e+02	1.1751697104e+17	2.4652773271e+14	3.2404704342e+03	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
36        	3         	ok              	3.3404055100e-06	1.5964450179e+02	7.2226293723e+16	1.5155194082e+14	3.2392594622e+03	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
37        	3         	ok              	2.0532883400e-06	1.5963433913e+02	4.4392704027e+16	9.3162235070e+13	3.2385237648e+03	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
38        	3         	ok              	1.2621201200e-06	1.5962809220e+02	2.7286468634e+16	5.7267423429e+13	3.2381612351e+03	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
39        	3         	ok              	7.7580296800e-07	1.5962438951e+02	1.6772619666e+16	3.5202091252e+13	3.2381126802e+03	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
40        	3         	ok              	4.7687239800e-07	1.5962225076e+02	1.0310366168e+16	2.1638394396e+13	3.2383767046e+03	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
