P               	T               	n_<tot>         	n_g             	m               	C               	H               	He              	N               	O               	S               	P               	Si              	Ti              	V               	Cl              	K               	Na              	Mg              	F               	Ca              	Fe              	e-              	CH              	HCN             	HNCO            	HCO             	CH2             	CH2_1           	H2CO            	CH3             	CH4             	CN              	NCO             	CN2_cnn         	CN2_ncn         	CO              	CO2             	C2              	C2H             	C2H2            	C2H3            	C2H4            	C2H5            	C2H6            	C2H4O           	CH2OH           	CH3O            	CH3OH           	CH3CO           	H2CCO           	HCCO            	C2N             	C2N2            	CCO             	C3              	C3O2            	C4              	C4H2            	C4N2            	NH              	HNO             	HNO2            	HNO3            	OH              	HO2             	H2              	NH2             	N2H2            	H2O             	NH3             	N2H4            	NO              	NO2             	NO3             	N2              	N2O             	N2O3            	N2O4            	N2O5            	O2              	O3              	N2H             	N2H3            	CH3NH2          	CH3NH           	CH2NH           	CH2NH2          	H2CN            	C3H2            	C3H4            	C3H5            	C3H7            	C3H8            	C4H             	C4H2            	C4H3            	C4H4            	C4H5            	C4H6            	C4H8            	C4H9            	C4H10           	CH2CN           	CH3CN           	CH3NO           	C3H3            	C3H6            	C2H3O           	CH3CHO          	C2H4OH          	CH2CO           	CH2CHO          	H2O2            	HC3N            	HC2N            	C2H2CN          	C2H3CN          	H2NN            	CH3O2           	CH3OOH          	C6H6            	C6H5            	CH3C2H          	TiO             	TiO2            	VO              	TiH             	TiC2            	TiN             	VC2             	VN              	TiC             	Cl2             	HCl             	HOCl            	CCl             	CHCl            	CH2Cl           	CH3Cl           	KH              	HF              	MgH             	S2              	H2S             	SO              	SO2             	S2O             	SO3             	COS             	CS              	HCS             	SH              	HS2             	SiO             	SiH             	NaH             	FeO             	FeO2            	Fe(OH)2         	O_1             	CH2_1           	N_2D            	CS2             	NS              	S3              	S4              	S8              	HSO             	HSO2            	HSO3            	H2SO4           	CH3S            	CH3SH           	P               	PH3             	P2O             	P2O2            	P2O3            	PH              	PH2             	PO              	PO2             	PO3             	H2POH           	H3PO4           	HOPO            	HOPO2           	HPO             	HPOH            	P2              	P4              	P2H2            	P2H4            	P2H3            	P4O6            	P2H             	H3PO3           	HPO2            	P2O4            	P2O5            
1.0000000000e+02	1.9018718310e+03	7.1052933962e+20	3.8083340074e+20	2.3133009533e+00	2.0806822994e-16	7.4892318514e-05	1.3551373628e-01	1.4564338795e-13	2.1892572901e-13	2.0187474731e-11	1.8064562000e-08	1.5707475126e-09	3.0647724808e-09	1.1579449502e-08	2.8273827508e-14	2.4355924048e-07	3.7632510264e-06	6.8533831121e-05	1.1980667471e-15	4.0307263846e-06	1.6302157308e-07	0.0000000000e+00	1.5286191518e-14	4.6757774162e-07	7.3562389212e-11	6.5063655339e-10	5.6792329470e-11	2.2454940035e-12	7.0264632600e-09	4.6743796615e-07	2.6889554743e-04	7.3606891342e-13	2.6877848979e-15	1.5280757131e-22	2.9989224031e-19	1.9511082160e-04	2.5319119653e-08	7.1285916677e-20	1.5379023902e-14	1.3412583268e-08	7.5521150347e-12	1.4106626999e-08	1.3176602961e-11	9.6471401181e-10	4.8248943179e-17	1.7372095496e-12	1.4871124998e-13	1.0976297830e-10	7.7145603597e-14	5.0964017594e-11	1.0475145859e-14	3.2706280322e-20	1.4138738859e-15	5.2368472840e-15	5.4985108915e-21	5.7659087074e-18	9.4893901075e-28	8.2537394722e-17	7.5603704728e-24	1.1523739050e-11	2.3002144115e-15	4.9364665905e-21	2.6203617695e-31	3.8396179552e-09	8.3628061413e-19	8.6318504521e-01	4.0708873315e-09	6.7680499328e-15	4.7206506292e-04	1.3818765233e-05	7.5949972042e-16	7.3353626670e-13	2.3929730598e-22	4.7299382971e-35	5.1273527330e-05	3.3681017996e-18	3.8095508098e-38	5.2681669453e-49	7.6124380806e-59	5.2217934486e-17	1.4120746546e-31	6.6691724828e-13	6.9215071699e-17	4.9683372501e-12	8.7805596948e-15	1.8188278959e-10	1.8551328460e-13	1.3266589606e-11	6.2965229636e-17	2.2697714680e-13	2.0610408736e-14	1.2044380423e-16	8.9413186698e-15	4.3430389280e-23	3.8946909140e-17	1.1985141338e-20	1.0081916413e-16	3.5009019979e-19	1.1464131845e-16	1.1744861881e-18	9.9006450062e-23	8.5538228621e-20	9.6903869191e-13	2.6161021883e-11	6.0840019301e-14	4.1757217789e-14	4.9178142906e-13	9.2637506458e-20	9.0512544821e-13	2.7863359227e-17	5.0964017594e-11	4.2804579286e-15	4.5402137388e-17	6.7931385758e-16	2.5502135771e-20	9.8539484416e-20	6.1567521092e-16	2.1885125660e-17	4.1637738327e-25	1.2111794839e-22	3.5482853213e-22	2.3560617218e-25	5.7269017825e-13	1.5437420135e-07	7.3145825128e-09	7.5346380461e-09	9.4145906221e-11	6.4031709689e-18	1.5377354813e-13	1.0199236267e-17	1.3092681199e-12	5.6961622932e-15	3.4461747768e-07	4.3351565841e-10	1.4060576148e-20	2.0810147793e-22	1.2941372964e-20	3.1378762213e-18	4.8625326920e-16	7.3885164908e-09	5.3664033064e-08	2.0202055754e-07	1.0391480345e-11	2.2669423899e-05	1.8308089388e-12	2.2042987407e-15	3.9336654946e-17	1.1911491483e-24	2.1688106296e-10	1.2987469748e-10	4.6493025724e-12	1.4841538552e-07	2.9275265997e-12	6.6716893761e-05	2.1092278362e-08	8.7835869949e-08	1.3891737088e-12	1.4704994358e-18	5.6432661709e-05	7.8496062345e-19	2.2454940035e-12	1.3985748937e-15	2.8105482715e-13	2.9530929668e-13	2.8497913457e-18	1.3392405099e-25	1.5815874249e-50	2.1742978444e-13	8.0822747474e-18	4.8599047814e-26	1.8933689448e-30	1.3505240387e-12	5.9937093449e-11	7.0378538257e-10	4.1578075674e-07	3.1476911551e-20	2.0725821978e-24	4.7517708739e-19	1.7533172460e-08	9.8105104877e-08	5.7773676251e-10	7.4642364595e-14	9.8597949194e-20	5.2192300229e-11	2.5490508044e-19	1.9897744169e-10	1.8132256348e-15	3.5351038206e-11	2.6642116695e-11	1.3411076751e-09	1.9547530167e-18	1.1589566657e-12	2.1501841259e-14	1.0589368915e-14	4.2657557081e-42	2.1662451273e-12	3.1646981399e-17	1.9897744169e-10	1.4171900135e-24	1.0720139866e-28
6.5512855700e+01	1.8231143065e+03	4.8558011109e+20	2.6027287451e+20	2.3132210598e+00	4.9306148770e-17	4.9854546905e-05	1.3550905428e-01	4.9295710745e-14	7.9898793818e-14	1.1990990909e-11	1.6556457666e-08	7.2068417615e-10	1.9758946173e-09	1.0189317081e-08	2.1650321719e-14	2.4550016593e-07	3.7857212776e-06	6.8602518129e-05	5.5038130297e-16	4.0305871400e-06	1.0915461386e-07	0.0000000000e+00	4.1181576671e-15	3.6729095678e-07	5.5232511607e-11	3.8797290398e-10	2.2063839224e-11	7.8950428482e-13	5.1695771188e-09	2.8877414681e-07	2.4711971193e-04	3.1133477598e-13	1.2416845002e-15	3.0348590062e-23	8.5723964423e-20	2.1716582650e-04	2.8947411142e-08	1.3830094810e-20	4.9660781599e-15	8.8876070511e-09	3.4161186538e-12	1.0185271225e-08	6.4747863673e-12	6.7070154785e-10	2.2070436139e-17	8.0804185882e-13	6.2016161256e-14	6.9213194801e-11	3.8330335227e-14	3.4839466838e-11	4.7258892264e-15	7.6747977688e-21	7.5302715510e-16	1.8543787554e-15	1.1858750439e-21	3.5015539753e-18	1.2959573980e-28	3.5985981253e-17	2.6715448256e-24	4.4124608275e-12	8.5160570482e-16	1.4204501350e-21	4.1520306770e-32	2.0679085654e-09	2.3288216127e-19	8.6323849430e-01	2.0245435271e-09	2.5669360624e-15	4.4986081203e-04	1.0709841195e-05	2.6339198503e-16	3.4396074672e-13	6.2754923139e-23	5.2727784526e-36	5.2877197553e-05	1.3104022985e-18	3.3082764680e-39	2.6414270450e-50	1.8155210932e-60	1.8354255135e-17	1.5947193712e-32	2.8175319123e-13	2.0783444698e-17	2.6236059597e-12	3.2931744244e-15	1.0823671938e-10	7.5416114374e-14	6.4110576352e-12	2.2633102544e-17	1.2256388355e-13	9.6602508361e-15	4.5124335697e-17	4.7699868984e-15	9.5723163014e-24	1.6504937822e-17	3.3434428555e-21	4.6224748118e-17	1.1858012436e-19	5.7110965965e-17	5.3869492639e-19	2.8720730347e-23	3.4897951704e-20	4.8510733539e-13	1.7803577081e-11	3.6774300281e-14	1.7693135830e-14	2.8280752972e-13	2.8842442992e-20	5.6829106704e-13	9.6209053005e-18	3.4839466838e-11	2.0038899844e-15	1.5384120491e-17	3.3979999026e-16	5.9049839038e-21	3.3580297601e-20	3.4827185911e-16	6.5972505858e-18	8.4415410775e-26	3.0174335753e-23	2.2890551476e-22	9.3172625848e-26	3.1531028096e-13	1.5363284123e-07	9.1867441855e-09	8.9244753298e-09	4.6603493842e-11	2.5097732493e-18	8.1065197674e-14	5.5137359891e-18	9.4405451930e-13	2.3314118454e-15	3.4454603390e-07	4.9304609610e-10	7.3700076340e-21	7.6931719025e-23	5.5575650810e-21	1.8115195065e-18	3.9833266780e-16	5.4389218503e-09	5.3662179845e-08	1.3095901479e-07	9.7023115981e-12	2.2700672261e-05	1.2352279380e-12	1.6265471893e-15	2.9192519086e-17	5.4498794444e-25	2.4099659593e-10	9.6775840647e-11	2.7991387238e-12	1.1641703825e-07	2.3820309157e-12	6.6726639512e-05	9.8910200179e-09	6.5232579934e-08	7.1182684855e-13	5.7998711582e-19	5.6484574203e-05	1.7093737717e-19	7.8950428482e-13	2.3925554874e-16	2.9866394107e-13	1.6595814812e-13	2.3708255253e-18	1.0438197734e-25	8.8551804915e-51	1.2863330074e-13	4.1051083967e-18	1.6113070672e-26	6.6119561385e-31	8.2401469517e-13	4.4450909316e-11	5.8159720356e-10	4.2676169907e-07	3.0083249148e-20	1.4938590231e-24	8.4210990340e-19	1.5013309641e-08	8.9139093431e-08	5.9321260841e-10	7.3850308069e-14	7.1949404222e-20	4.6932505959e-11	2.9108271615e-19	2.6320895906e-10	2.2140663660e-15	3.1975243044e-11	2.2005614485e-11	2.3333111624e-09	6.7256382529e-18	1.3787859436e-12	2.0908536108e-14	1.0316742659e-14	1.5520357391e-41	2.4542063101e-12	2.9620781113e-17	2.6320895906e-10	2.3369338372e-24	1.3903425834e-28
4.2919342600e+01	1.7476181730e+03	3.3184915832e+20	1.7787822455e+20	2.3131462451e+00	1.0638067389e-17	3.2340441934e-05	1.3550467127e-01	1.5716314833e-14	2.7598386533e-14	6.8366648256e-12	1.4656614436e-08	3.1789742072e-10	1.2353344341e-09	8.6850076188e-09	1.6327423945e-14	2.4695131697e-07	3.8026306365e-06	6.8647185197e-05	2.4249276451e-16	4.0304567741e-06	7.0202711005e-08	0.0000000000e+00	1.0250511656e-15	2.8058139743e-07	4.0506422226e-11	2.2250877238e-10	8.1177770422e-12	2.6169872319e-13	3.7280240344e-09	1.7401398866e-07	2.2789894929e-04	1.2345146177e-13	5.4375392324e-16	5.5015968357e-24	2.2720779813e-20	2.3658397550e-04	3.2673026555e-08	2.3881610468e-21	1.4744690610e-15	5.6383089364e-09	1.4680647906e-12	7.2015723016e-09	3.0930825646e-12	4.6478491178e-10	9.7656376473e-18	3.6439038577e-13	2.4997770506e-14	4.3309583836e-11	1.8307105695e-14	2.2976000066e-11	2.0008624383e-15	1.6252781242e-21	3.7718562359e-16	6.0725997189e-16	2.2539749198e-22	1.9912594992e-18	1.5132966180e-29	1.4377908755e-17	8.5003577901e-25	1.6137118860e-12	3.0299133892e-16	3.9089059360e-22	6.1760777508e-33	1.0809619679e-09	6.1586199568e-20	8.6328109356e-01	9.8160151914e-10	9.4494698408e-16	4.3032783466e-04	8.3264092551e-06	8.9865930120e-17	1.5494737524e-13	1.5524616364e-23	5.3830479364e-37	5.4110937753e-05	4.8877848548e-19	2.6158957655e-40	1.1867002863e-51	3.7816817348e-62	6.1317390276e-18	1.6427752189e-33	1.1471970184e-13	6.0437139421e-18	1.3764039312e-12	1.1977503587e-15	6.3084402445e-11	2.9827126390e-14	2.9777044075e-12	7.4820450649e-18	6.3202005831e-14	4.3414340570e-15	1.6353001962e-17	2.5245971562e-15	1.8583871565e-24	6.4018841623e-18	8.4607970864e-22	1.9835799134e-17	3.7471868654e-20	2.7241063519e-17	2.4047990408e-19	8.0282794036e-24	1.4058814958e-20	2.3083341069e-13	1.1784591296e-11	2.1944600892e-14	7.0150449163e-15	1.5875503138e-13	8.4576146628e-21	3.4964102920e-13	3.2018817865e-18	2.2976000066e-11	8.9930369461e-16	5.0394886817e-18	1.5799817988e-16	1.2456451334e-21	1.0550794624e-20	1.8748798043e-16	1.9076805760e-18	1.6142709078e-26	7.2185927552e-24	1.3955771421e-22	3.3755380252e-26	1.6590216851e-13	1.5192608068e-07	1.1653043068e-08	1.0428454361e-08	2.2335008104e-11	9.0619709494e-19	4.1166570581e-14	2.7448751597e-18	6.5623750622e-13	8.9140442062e-16	3.4446137314e-07	5.6655225710e-10	3.7981005643e-21	2.6757758093e-23	2.2818850912e-21	1.0223766621e-18	3.2706494623e-16	3.9796543971e-09	5.3660444496e-08	8.4068821217e-08	8.8612750602e-12	2.2726890701e-05	8.0922417585e-13	1.1774828966e-15	2.1110058203e-17	2.4138075045e-25	2.6227349143e-10	6.8903069657e-11	1.6101676147e-12	8.9488763898e-08	1.9021519517e-12	6.6730271165e-05	4.5035931594e-09	4.8198665203e-08	3.4824087478e-13	2.1736470501e-19	5.6521695993e-05	3.4453586426e-20	2.6169872319e-13	3.7536821504e-17	3.0812840377e-13	8.9692493082e-14	1.9181409040e-18	7.8946945970e-26	4.7677054500e-51	7.4151322953e-14	2.0310641199e-18	5.1472039842e-27	2.2709039520e-31	4.9050290327e-13	3.2724854820e-11	4.6213412943e-10	4.3735855388e-07	2.7594968713e-20	1.0295998736e-24	1.4947808022e-18	1.2491221915e-08	7.9618040408e-08	5.9462127055e-10	7.1681191777e-14	5.1224364962e-20	4.2164502594e-11	3.4245485836e-19	3.4918510664e-10	2.7222233941e-15	2.8346488616e-11	1.7914446490e-11	3.9762364625e-09	2.2771698739e-17	1.6119883439e-12	2.0219956646e-14	9.8792187452e-15	5.8290300437e-41	2.6987612854e-12	2.8107990691e-17	3.4918510664e-10	3.8768100869e-24	1.8090181801e-28
2.8117687000e+01	1.6752483746e+03	2.2678905725e+20	1.2156726996e+20	2.3130796585e+00	2.0875445940e-18	2.0421627442e-05	1.3550077028e-01	4.7131451903e-15	9.0118566694e-15	3.7351097755e-12	1.2485976308e-08	1.3442976486e-10	7.4648007012e-10	7.1324443117e-09	1.2118931497e-14	2.4802842261e-07	3.8152804630e-06	6.8675846787e-05	1.0228578048e-16	4.0303407453e-06	4.3194862505e-08	0.0000000000e+00	2.3562790216e-16	2.0906221452e-07	2.9141699109e-11	1.2304251353e-10	2.8302763070e-12	8.1814783260e-14	2.6437861289e-09	1.0247391355e-07	2.1153038520e-04	4.5952366084e-14	2.2640687941e-16	9.1161655351e-25	5.5955061828e-21	2.5308867515e-04	3.6581822742e-08	3.6738937902e-22	4.0346833207e-16	3.4384506795e-09	6.0161010106e-13	5.0113271080e-09	1.4431932413e-12	3.2288165190e-10	4.2033996702e-18	1.5976119183e-13	9.7654798954e-15	2.6993975790e-11	8.4505638723e-15	1.4699162166e-11	7.9850089384e-16	3.1146402117e-22	1.7869097132e-16	1.8459763858e-16	3.7888762484e-23	1.0694366739e-18	1.5186401806e-30	5.3073924990e-18	2.4593009497e-25	5.6321474255e-13	1.0364675239e-16	1.0303798729e-22	8.6414900417e-34	5.4837004285e-10	1.5467755898e-20	8.6331440245e-01	4.6400958756e-10	3.3794101699e-16	4.1373567344e-04	6.5017298804e-06	3.0212422808e-17	6.7099631308e-14	3.6265573252e-24	5.0376633563e-38	5.5057637468e-05	1.7508301039e-19	1.8868501612e-41	4.7884156105e-53	6.8965207298e-64	1.9472773214e-18	1.5425168055e-34	4.5050985562e-14	1.7034890656e-18	7.2010239941e-13	4.2361201501e-16	3.6125341254e-11	1.1509782285e-14	1.3324990128e-12	2.2868724840e-18	3.1338817106e-14	1.8840153915e-15	5.7750309330e-18	1.3368955302e-15	3.1986007330e-25	2.2912661666e-18	1.9572062689e-22	8.0385484603e-18	1.1145958578e-20	1.2565094251e-17	1.0560116130e-19	2.1844005416e-24	5.6555365441e-21	1.0492253052e-13	7.6318655045e-12	1.2988987286e-14	2.6184330474e-15	8.7672826192e-14	2.3463355585e-21	2.1210681820e-13	1.0327178370e-18	1.4699162166e-11	3.8893529900e-16	1.5973145156e-18	6.8767301343e-17	2.4014029226e-22	3.0766413200e-21	9.6818237371e-17	5.2941527683e-19	2.9197484970e-27	1.6641405543e-24	8.1653480076e-23	1.1361774612e-26	8.3997589804e-14	1.4913325058e-07	1.4942009642e-08	1.1980685813e-08	1.0329224085e-11	3.0160982672e-19	2.0094878517e-14	1.2565791449e-18	4.3783747936e-13	3.1780329964e-16	3.4435996095e-07	6.5803603688e-10	1.9252524488e-21	8.7592354451e-24	8.9677820511e-22	5.6519787966e-19	2.6998380105e-16	2.8953249528e-09	5.3658899858e-08	5.3428594468e-08	7.9097607190e-12	2.2748385888e-05	5.1473537109e-13	8.3757911501e-16	1.4877567528e-17	1.0372174216e-25	2.8047548704e-10	4.6925871168e-11	8.8592095777e-13	6.7356375499e-08	1.4896464099e-12	6.6731050859e-05	1.9861965125e-09	3.5437980970e-08	1.6215726630e-13	7.7245689432e-20	5.6547074860e-05	6.4136926640e-21	8.1814783260e-14	5.3872117990e-18	3.0919408862e-13	4.6596675405e-14	1.5076895968e-18	5.7879916224e-26	2.4659128315e-51	4.1655091909e-14	9.8013901920e-19	1.5873358746e-27	7.7017617335e-32	2.8540419737e-13	2.3979271662e-11	3.5171067995e-10	4.4650997899e-07	2.4173922448e-20	6.7588518381e-25	2.6555117184e-18	1.0063373372e-08	6.9702044288e-08	5.8067214122e-10	6.8212282843e-14	3.5591655954e-20	3.7806021476e-11	4.1667242525e-19	4.6473389616e-10	3.3757670058e-15	2.4583546995e-11	1.4350673918e-11	6.6018788923e-09	7.5156972559e-17	1.8425802336e-12	1.9356316169e-14	9.2499089075e-15	2.2592130949e-40	2.8642126464e-12	2.7094037997e-17	4.6473389616e-10	6.4740297906e-24	2.3653181363e-28
1.8420699700e+01	1.6058754480e+03	1.5499061306e+20	8.3082688440e+19	2.3130233290e+00	3.7204157944e-19	1.2538540857e-05	1.3549747022e-01	1.3271589916e-15	2.7773741839e-15	1.9519078950e-12	1.0194218501e-08	5.4354044345e-11	4.3424365002e-10	5.6185528597e-09	8.8472812809e-15	2.4882276967e-07	3.8246940321e-06	6.8693996484e-05	4.1229566638e-17	4.0302425900e-06	2.5338454459e-08	0.0000000000e+00	4.9978375380e-17	1.5229980448e-07	2.0637896256e-11	6.5725354887e-11	9.3536623350e-13	2.4125475734e-14	1.8486587576e-09	5.9065576741e-08	1.9814362431e-04	1.6068794323e-14	8.9825103280e-17	1.3814188666e-25	1.2819601551e-21	2.6656715892e-04	4.0787240356e-08	5.0365283062e-23	1.0192491707e-16	2.0227835668e-09	2.3583498744e-13	3.4474049079e-09	6.6041627779e-13	2.2603118200e-10	1.7684045031e-18	6.8249371594e-14	3.7048540334e-15	1.6811635635e-11	3.7871096662e-15	9.1659040027e-12	3.0142645563e-16	5.4113811767e-23	8.0433293663e-17	5.2236927009e-17	5.6475512684e-24	5.4625655941e-19	1.3148460098e-31	1.8229058976e-18	6.5226069016e-26	1.8737806439e-13	3.4083059163e-17	2.6032334238e-23	1.1380745094e-34	2.6983889718e-10	3.6870433204e-21	8.6333982107e-01	2.1378614077e-10	1.1745051391e-16	4.0019015915e-04	5.1040717602e-06	1.0018604191e-17	2.7932009647e-14	7.9995234295e-25	4.3195916251e-39	5.5783564688e-05	6.0274522989e-20	1.2417518253e-42	1.7359482591e-54	1.1011609324e-65	5.8750968384e-19	1.3178106796e-35	1.7066063622e-14	4.6552694110e-19	3.7692785973e-13	1.4600473545e-16	2.0379206230e-11	4.3434999801e-15	5.7555846393e-13	6.4916320738e-19	1.5033918297e-14	7.9444946861e-16	2.0005773216e-18	7.1381671486e-16	4.9067934427e-26	7.6202287148e-19	4.1661233948e-23	3.1010668902e-18	3.1451808299e-21	5.6547481547e-18	4.6056798471e-20	5.8380947839e-25	2.2951893360e-21	4.5744367861e-14	4.8603759402e-12	7.6551351276e-15	9.2494610359e-16	4.7968852378e-14	6.1804750015e-22	1.2755461829e-13	3.2430163811e-19	9.1659040027e-12	1.6281652120e-16	4.8994394843e-19	2.8181686405e-17	4.2403783557e-23	8.3722949778e-22	4.8289557132e-17	1.4099030522e-19	5.0036811256e-28	3.7065309606e-25	4.6486893495e-23	3.5976498490e-27	4.1176277998e-14	1.4502866333e-07	1.9360567789e-08	1.3494270273e-08	4.5913164681e-12	9.2484174805e-20	9.4000112538e-15	5.2845361007e-19	2.7933591332e-13	1.0535766913e-16	3.4423672295e-07	7.7287475773e-10	9.5998108922e-22	2.6987519905e-24	3.3759751787e-22	3.0658445686e-19	2.2467916894e-16	2.0948668703e-09	5.3657593106e-08	3.3605058231e-08	6.8943197131e-12	2.2765599901e-05	3.1776763216e-13	5.8597656990e-16	1.0217127806e-17	4.3291365206e-26	2.9554509789e-10	3.0593636613e-11	4.6658597403e-13	4.9599709810e-08	1.1432581804e-12	6.6730645299e-05	8.4660633105e-10	2.5930631094e-08	7.1666081634e-14	2.5973589652e-20	5.6563553153e-05	1.0998246535e-21	2.4125475734e-14	7.0516473305e-19	3.0224702274e-13	2.3252001568e-14	1.1501201188e-18	4.1090320301e-26	1.2239451870e-51	2.2797955790e-14	4.6161037921e-19	4.7302517336e-28	2.5862964330e-32	1.6259628299e-13	1.7530645644e-11	2.5527209431e-10	4.5292029711e-07	2.0102200945e-20	4.2033109384e-25	4.7100789670e-18	7.8201935432e-09	5.9611369743e-08	5.5091397017e-10	6.3532658072e-14	2.4109239275e-20	3.3771991465e-11	5.2548121148e-19	6.2008875304e-10	4.2236897502e-15	2.0803128801e-11	1.1285769503e-11	1.0615712254e-08	2.3918690745e-16	2.0471019748e-12	1.8243991871e-14	8.4177507787e-15	9.0042482772e-40	2.9150605704e-12	2.6546586783e-17	6.2008875304e-10	1.0868075894e-23	3.1059053986e-28
1.2067926400e+01	1.5393752913e+03	1.0592314257e+20	5.6781180631e+19	2.3129785078e+00	6.0103933066e-20	7.4765883362e-06	1.3549484442e-01	3.5017827459e-16	8.0627633274e-16	9.7389059619e-13	7.9428383749e-09	2.0962162912e-11	2.4197156611e-10	4.2333160300e-09	6.3481127273e-15	2.4940524321e-07	3.8316665385e-06	6.8705359469e-05	1.5850403457e-17	4.0301644891e-06	1.4128733264e-08	0.0000000000e+00	9.7692066205e-18	1.0867824829e-07	1.4425578659e-11	3.3956015801e-11	2.9298955034e-13	6.7080067586e-15	1.2772352783e-09	3.3364957934e-08	1.8776772923e-04	5.2794550732e-15	3.4000694359e-17	1.9137490171e-26	2.7334170846e-22	2.7700344102e-04	4.5424268439e-08	6.1497560120e-24	2.3794644372e-17	1.1512021975e-09	8.8654592347e-14	2.3535499710e-09	2.9743426016e-13	1.6019047911e-10	7.2999515245e-19	2.8453367795e-14	1.3669507573e-15	1.0489013855e-11	1.6537008053e-15	5.5921766932e-12	1.0790621360e-16	8.5314178047e-24	3.4520877166e-17	1.3785718096e-17	7.4759971045e-25	2.6684333940e-19	9.8460113162e-33	5.8595165425e-19	1.5961278315e-26	5.9338060590e-14	1.0766364268e-17	6.3024443606e-24	1.4101168179e-35	1.2868976111e-10	8.3304663336e-22	8.6335853060e-01	9.5954469119e-11	3.9663582963e-17	3.8970133302e-04	4.0314241868e-06	3.2787622142e-18	1.1170791637e-14	1.6647952568e-25	3.3881572948e-40	5.6340635171e-05	1.9943384456e-20	7.4473606494e-44	5.6467581073e-56	1.5363862829e-67	1.6819604757e-19	1.0215347777e-36	6.2344048675e-15	1.2332360916e-19	1.9794102495e-13	4.9121663417e-17	1.1349205098e-11	1.6058541065e-15	2.4027820157e-13	1.7173794219e-19	7.0136954407e-15	3.2726338468e-16	6.8371111788e-19	3.8692777001e-16	6.7354880943e-27	2.3685227976e-19	8.2033632644e-24	1.1464587827e-18	8.4749922776e-22	2.5021037046e-18	2.0119429477e-20	1.5447455863e-25	9.4823258442e-22	1.9192291904e-14	3.0569904645e-12	4.5059852875e-15	3.1053658336e-16	2.6162128394e-14	1.5498596587e-22	7.6382370739e-14	9.9521072397e-20	5.5921766932e-12	6.6203779310e-17	1.4536235007e-19	1.0925850145e-17	6.8672893989e-24	2.1352975940e-22	2.3396699818e-17	3.6011008351e-20	8.1313094020e-29	7.9892889451e-26	2.6064549373e-23	1.0831179130e-27	1.9644940402e-14	1.3927755020e-07	2.5303403642e-08	1.4879246045e-08	1.9517951578e-12	2.6070010780e-20	4.1959519867e-15	2.0414215944e-19	1.7000753542e-13	3.2345495076e-17	3.4408454845e-07	9.1836594816e-10	4.7074710587e-22	7.8230180026e-25	1.2179174047e-22	1.6340028283e-19	1.8896785281e-16	1.5075308695e-09	5.3656553316e-08	2.0910221784e-08	5.8625315066e-12	2.2779064129e-05	1.9025082414e-13	4.0334128203e-16	6.8340869251e-18	1.7556441471e-26	3.0752610752e-10	1.9102227755e-11	2.3532146733e-13	3.5701664370e-08	8.5921833082e-13	6.6729884050e-05	3.4807656514e-10	1.8883504590e-08	2.9981965210e-14	8.2447668085e-21	5.6573666297e-05	1.7320649117e-22	6.7080067586e-15	8.3905861732e-20	2.8818350450e-13	1.1133404057e-14	8.5057753474e-19	2.8216258031e-26	5.8240533584e-52	1.2149596812e-14	2.1217500123e-19	1.3622376326e-28	8.6130771588e-33	9.0817510509e-14	1.2813761788e-11	1.7590333056e-10	4.5521391652e-07	1.5763311973e-20	2.4611260550e-25	8.3124315130e-18	5.8382592992e-09	4.9631822043e-08	5.0619757383e-10	5.7781380539e-14	1.5889480976e-20	2.9992322248e-11	6.8765458185e-19	8.2839366275e-10	5.3290421133e-15	1.7125840345e-11	8.6895382126e-12	1.6428673651e-08	7.2576112958e-16	2.1970757112e-12	1.6836115076e-14	7.3994353861e-15	3.6701343418e-39	2.8261279909e-12	2.6432096877e-17	8.2839366275e-10	1.8292134237e-23	4.0869260256e-28
