#grid point	c_iterations	c_convergence   	P               	T(k)            	n_<tot> (cm-3)  	n_g (cm-3)      	m(u)            	C    	H    	He   	N    	O    	S    	P    	Si   	Ti   	V    	Cl   	K    	Na   	Mg   	F    	Ca   	Fe   	e-   
0         	3         	ok              	1.7133017700e+02	1.4562677795e+03	1.6916685585e+21	8.5213597365e+20	2.1692265035e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
11        	3         	ok              	2.5754598000e+00	4.1982980375e+02	8.8001566933e+19	4.4432196844e+19	2.1536870617e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
12        	3         	ok              	1.7584474900e+00	3.8444683981e+02	6.5614829491e+19	3.3129080774e+19	2.1536870622e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
13        	3         	ok              	1.2006157400e+00	3.5695677014e+02	4.8249998602e+19	2.4361537070e+19	2.1536870623e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
14        	3         	ok              	8.1974478200e-01	3.3590507667e+02	3.5008297352e+19	1.7675771158e+19	2.1536870623e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
15        	3         	ok              	5.5969740000e-01	3.2005599634e+02	2.5086277209e+19	1.2666119997e+19	2.1536870623e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
16        	3         	ok              	3.8214476800e-01	3.0837045021e+02	1.7777228674e+19	8.9757643086e+18	2.1536870623e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
17        	3         	ok              	2.6091710200e-01	2.9997584297e+02	1.2477430501e+19	6.2998838237e+18	2.1536870623e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
18        	3         	ok              	1.7814645100e-01	2.9413287216e+02	8.6884540142e+18	4.3868207394e+18	2.1536870623e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
19        	3         	ok              	1.2163310800e-01	2.9020507331e+02	6.0125084460e+18	3.0357295675e+18	2.1536870623e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
20        	3         	ok              	8.3047474800e-02	2.8764819026e+02	4.1416527302e+18	2.0911301438e+18	2.1536870623e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
21        	3         	ok              	5.6702350200e-02	2.8602156154e+02	2.8438794456e+18	1.4358813791e+18	2.1536870623e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
22        	3         	ok              	3.8714681300e-02	2.8499766935e+02	1.9486923302e+18	9.8389931221e+17	2.1536870623e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
23        	3         	ok              	2.6433235000e-02	2.8435268695e+02	1.3335271937e+18	6.7330099695e+17	2.1536870623e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
24        	3         	ok              	1.8047828100e-02	2.8394291240e+02	9.1180676280e+17	4.6037336572e+17	2.1536870623e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
25        	3         	ok              	1.2322521200e-02	2.8367936354e+02	6.2313296352e+17	3.1462128975e+17	2.1536870622e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
26        	3         	ok              	8.4134516300e-03	2.8350767390e+02	4.2571433984e+17	2.1494416523e+17	2.1536870622e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
27        	3         	ok              	5.7444549800e-03	2.8339452895e+02	2.9078115961e+17	1.4681608715e+17	2.1536870620e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
28        	3         	ok              	3.9221433200e-03	2.8331925560e+02	1.9858949109e+17	1.0026829825e+17	2.1536870616e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
29        	3         	ok              	2.6779230100e-03	2.8326880871e+02	1.3561515551e+17	6.8472409038e+16	2.1536870609e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
30        	3         	ok              	1.8284063300e-03	2.8323481493e+02	9.2605115131e+16	4.6756539143e+16	2.1536870593e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
31        	3         	ok              	1.2483815600e-03	2.8321181732e+02	6.3233157525e+16	3.1926569127e+16	2.1536870558e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
32        	3         	ok              	8.5235786400e-04	2.8319621506e+02	4.3176100971e+16	2.1799714437e+16	2.1536870484e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
33        	3         	ok              	5.8196464400e-04	2.8318560910e+02	2.9480463746e+16	1.4884755257e+16	2.1536870325e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
34        	3         	ok              	3.9734818100e-04	2.8317838958e+02	2.0128898248e+16	1.0163128075e+16	2.1536869984e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
35        	3         	ok              	2.7129754100e-04	2.8317347054e+02	1.3743652384e+16	6.9392026529e+15	2.1536869254e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
36        	3         	ok              	1.8523390700e-04	2.8317011675e+02	9.3838682993e+15	4.7379376819e+15	2.1536867693e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
37        	3         	ok              	1.2647221200e-04	2.8316782911e+02	6.4070774319e+15	3.2349493112e+15	2.1536864361e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
38        	3         	ok              	8.6351471600e-05	2.8316626822e+02	4.3745849322e+15	2.2087395245e+15	2.1536857290e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
39        	3         	ok              	5.8958221100e-05	2.8316520298e+02	2.9868458922e+15	1.5080674447e+15	2.1536842453e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
40        	3         	ok              	4.0254923000e-05	2.8316447589e+02	2.0393320594e+15	1.0296663232e+15	2.1536812060e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
41        	3         	ok              	2.7484866300e-05	2.8316397956e+02	1.3923939825e+15	7.0302682811e+14	2.1536752622e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
42        	3         	ok              	1.8765850700e-05	2.8316364073e+02	9.5068168637e+14	4.8000642015e+14	2.1536645626e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
43        	3         	ok              	1.2812765700e-05	2.8316340941e+02	6.4909265435e+14	3.2773440002e+14	2.1536476224e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
44        	3         	ok              	8.7481760400e-06	2.8316325148e+02	4.4317676030e+14	2.2376744350e+14	2.1536248737e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
45        	3         	ok              	5.9729948700e-06	2.8316314366e+02	3.0258443410e+14	1.5278182502e+14	2.1535991424e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
46        	3         	ok              	4.0781835700e-06	2.8316307004e+02	2.0659331596e+14	1.0431492143e+14	2.1535740598e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
47        	3         	ok              	2.7844626600e-06	2.8316301978e+02	1.4105437684e+14	7.1223143879e+13	2.1535522186e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
48        	3         	ok              	1.9011484400e-06	2.8316298546e+02	9.6306966897e+13	4.8629054084e+13	2.1535346494e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
49        	3         	ok              	1.2980477100e-06	2.8316296203e+02	6.5755134151e+13	3.3202477086e+13	2.1535212561e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
50        	3         	ok              	8.8626843900e-07	2.8316294603e+02	4.4895450624e+13	2.2669666896e+13	2.1535114073e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
51        	3         	ok              	6.0511777800e-07	2.8316293536e+02	3.0653181320e+13	1.5478176107e+13	2.1535043373e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
52        	3         	ok              	4.1315645400e-07	2.8316292833e+02	2.0929034157e+13	1.0568039390e+13	2.1534993436e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
53        	3         	ok              	2.8209096000e-07	2.8316292378e+02	1.4289700209e+13	7.2155436419e+12	2.1534958546e+00	fail 	fail 	ok   	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	fail 	ok   	fail 	ok   
