#The solar chemical composition K.Lodders 2009:
C	7.7743
H   12.00          
He	10.3950
N	8.3283
O	9.1261
S	6.8122
P	5.2184
Si	7.2993
Ti	4.6920
V	3.7563
Cl	5.0128
K	4.8745
Na	6.0605
Mg	7.3121
F	4.2046
Ca	6.0803
Fe	7.2277
e-  0
